Name,imageUrl,Location,linkedin,Description,Investment_Sector,investments,companyWebsite
Punil Desai,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/punil_desai.jpg,"Newcastle upon Tyne, UK",https://www.linkedin.com/in/punil-desai-8a315397,"Punil Desai is a seasoned professional investor and venture capitalist with a diverse background across various sectors, primarily tech startups. His extensive experience includes roles as a Senior Scientist, Property Developer, IT and Customer Services Manager, Web Designer, and Musician. Desai also has an educational background in business, currently pursuing an MBA. In addition to his role as an investor, Desai has demonstrated expertise in managing teams across multiple departments, executing international marketing strategies, strategic planning, project management, and financial forecasting. His investment portfolio includes both angel investments and venture capital.",,,http://.
Michelle You,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/michelle_you.jpg,"London, UK",https://uk.linkedin.com/in/michelleyou,,"Impact, Environment, Energy, Cleantech, Animals, Agriculture, Education,","Project Wren, The Future Forest Company, SINAI,",
Russell Hatfield,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/russell_hatfield.jpg,", UK",https://www.linkedin.com/in/russell-hatfield-439a4b15,,,,â
Ariella Vildan Young,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/ariella_vildan_young.jpg,", UK",https://www.linkedin.com/in/ariellayoung,"Ariella Vildan Young is a prominent figure in the early-stage ecosystem and partnerships sector, currently working with HSBC Innovation Banking. She also holds a position as an investor at Alma Angels. Young's expertise spans a broad range of areas, including investment performance, impact investing, strategic communications, and financial analysis. She has a knack for relationship development and building, which is vital in her role at HSBC and Alma Angels. Her responsibilities also extend to new business development, client relations, high net worth (HNW) banking, and partner relationship management. In addition, Young has a strong background in deal-making, start-up ventures, and business strategy. She offers legal advice and conducts legal research, demonstrating her versatility and comprehensive knowledge.",,,https://www.hsbcinnovationbanking.com/
John Hornby,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/john_hornby.jpg,", UK",https://uk.linkedin.com/in/john-hornby-020242,,"Finance, Crypto / Web 3 / Blockchain, Tech, Cyber Security, Food and Beverage, Software,","Crowdfunder, Nutmeg, Pavegen, Vita Mojo,",
Robin Van Aeken,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/robin_van_aeken.jpg,"London, UK",https://www.linkedin.com/in/robin-van-aeken,Angel investor.,,,http://www.mckinsey.com
Pete Hutton,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fpete-hutton.jpeg?alt=media&token=a08f6e69-4334-4e48-8f8d-4741b53b2926,", UK",https://uk.linkedin.com/in/pete-hutton,,"Education, Environment, Energy, Cleantech, Impact, Agriculture, Food and Beverage, Healthcare, Biotech, Life Sciences, Human Resources, Finance, Insurance, Cyber Security, Crypto / Web 3 / Blockchain, Software, Marketing, Logistics, Transportation, Supply Chain, Manufacturing and Industrial, Hardware, Drones, Property and Construction, Tech, AI, Travel, Retail and Commerce, B2C, Leisure, Fitness, Gaming, Media, Entertainment, B2B,","ArchForm, EnteroBiotix, MiAlgae, Pavegen, Trojan Energy,",
Rhys Westall,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/rhys_westall.jpg,"Woking, UK",https://www.linkedin.com/in/rhyswestall,,,,https://revenue-syndicate.com/
Sean Cornwell,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/sean_cornwell.jpg,"London, UK",https://www.linkedin.com/in/seancornwell,"Sean Cornwell serves as a Chief Executive Officer, an Angel Investor, and a Non-Executive Director. His responsibilities span across strategic leadership, providing capital for start-ups, and offering guidance without being involved in the day-to-day operations of the companies he invests in.",,,http://www.immediate.co.uk
Colin Moss-Davies,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/colin_moss_davies.jpg,", UK",https://www.linkedin.com/in/colinmdavies,"Colin Moss-Davies holds the position of Chief Revenue Officer at NAVRO, where he plays a pivotal role in the company's financial growth. In addition to his primary role, Moss-Davies is also an investor and advisor. He utilizes his expertise in the field to coach and mentor individuals in sales leadership.",,,https://www.treyd.io
Rachael Curzons,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/rachael_curzons.jpg,"London, UK",https://www.linkedin.com/in/rachael-curzons,,,,
Bijan Morvaridi,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fbijan-morvaridi.jpeg?alt=media&token=5a4da7c4-9dd8-4584-a909-6b9b508b41a4,"London, UK",https://uk.linkedin.com/in/bijan-morvaridi-b0428759,,"AI, Data, Tech, Cloud, Cyber Security, Software,","OpenFi,",
Robert Marshall,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/robert_marshall.jpg,", UK",https://uk.linkedin.com/in/robert-marshall-38194519,,"Software, Marketing, Healthcare, Biotech, Life Sciences, Space, Manufacturing and Industrial, Hardware, B2B, Education, Tech, Human Resources,","Cambridge Nutraceuticals, Censo Biotechnologies, Oxford Space Systems, WorkFinder,",
Andrea Zitna,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fandrea_zitna.jpeg?alt=media&token=ebf68385-253f-40ce-a5e0-7a98b653ad1b,"London, UK",https://www.linkedin.com/in/andrea-zitna-6900092/,,,,https://www.speedinvest.com/
James Field,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/james_field.jpg,"London, UK",https://www.linkedin.com/in/james-field-7518a05b,"James Field is the CEO of LabGenius, a pioneering company focused on accelerating the discovery of next-generation therapeutic antibodies through the development of a smart robotic platform. This platform is capable of designing, conducting, and learning from its own experiments. Under Field's leadership, LabGenius has raised over $30M in financing from top-tier venture capital firms, assembled a team of 60 scientists and engineers, developed a cutting-edge ML-driven protein engineering platform, and secured R&D deals with top biotech and pharma companies. Field is also a deep tech investor, managing European deep tech investments for a US Family Office. He has invested in several impressive startups, including Ochre Bio and LiliumX. His investment journey began by backing scientific founders.",,,http://www.labgeni.us
Stephen R Houston,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/stephen_r_houston.jpg,"Belfast, Northern Ireland, UK",https://www.linkedin.com/in/srhouston,"Stephen R. Houston is a seasoned professional who has been working in the retail and investment sectors since 2002. He has held multiple roles, including CEO of QuizFortune, a trivia platform that hosted NBA Champions and five-time winners, the Golden State Warriors. He was recognised as the 'Angel Investor of the Year' in 2013,14 by CI Capital Match and has been serving as an investment committee member at ACF Investors since 2014. Houston's expertise lies in business development, leadership, strategy, international sales, customer experience, and risk management among others. He has a hands-on approach to investing and working, prioritising getting to know the people he invests in and mentors. In addition to his investment activities.",,,http://www.houstonacquisitions.com
Tahi Garcia,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/tahi_garcia.jpg,"London, UK",https://www.linkedin.com/in/tahi-garcia-10591a114,,,,https://www.brandbassador.com/
Phoebe Hugh,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fphoebe-hugh.jpeg?alt=media&token=7d46ad3b-7c34-4f8d-8176-2064c409ce84,"London, UK",https://www.linkedin.com/in/phoebehugh,,"Finance, Healthcare, Food and Beverage, Retail and Commerce, Travel, Leisure, Entertainment, Gaming, Media, B2C, Software,","Freetrade, Heights, Clothes Doctor, Fnatic, Farewill,",
Megan Quinn,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/megan_quinn.jpg,"London, UK",https://www.linkedin.com/in/meganquinn,,,,
Greg Lavender,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fgreg-lavender.jpeg?alt=media&token=265ccc33-cba5-4489-bfd8-040cee8df591,"Seattle, US",https://www.linkedin.com/in/greglavender/,,"Healthcare,","Treefera,",
Daniel Tapson,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/daniel_tapson.jpg,"Bristol, UK",https://www.linkedin.com/in/daniel-tapson-98037438/,,,,
Michael McGraw,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/michael_mcgraw.jpg,"London, UK",https://www.linkedin.com/in/micmcgraw,,,,http://www.inovia.vc
Kaan AkÄ±n,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/kaan_akÄ±n.jpg,"London, UK",https://www.linkedin.com/in/kaana,"Kaan AkÄ±n plays a significant role in Tenity, a global innovation ecosystem and early-stage investor dedicated to propelling the future of finance. Originating from Zurich, the heart of the Swiss financial center, in 2015, Tenity has since expanded to four hubs across Europe and Asia. The organization, in which AkÄ±n is a significant figure, fosters collaboration as a vital component of innovation. It achieves this by uniting ambitious founders, leading corporations, forward-thinking investors, and passionate mentors. Together, they form a dynamic ecosystem that fuels the future of finance.",,,http://www.hackquarters.co
Paul Weald,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/paul_weald.jpg,"Reading, UK",https://www.linkedin.com/in/paulweald,"Paul Weald has a 30-year tenure in the contact centre industry, encompassing all facets of people, process, technology, operations, and customer experience. He has a track record of resolving numerous business performance issues. Weald primarily focuses on innovation, exploring how businesses can leverage advanced technology like Generative AI to automate and enhance customer interactions. He also investigates how businesses can introduce new operational methods such as GigCX, where customers assist other customers to create a more authentic brand experience. Weald's work primarily revolves around three areas. Firstly, Contact Centre Strategy, where he devises customer contact handling strategies that deliver effective customer experience across various channels such as phone, email, SMS, and online. He also develops business cases to identify opportunities for transformation.",,,http://www.mcx.co.uk
